,noise_level,ari,size_mod0,size_mod1,size_mod2,size_mod3,size_mod4,size_mod5,size_mod6,size_mod7,size_mod8,size_mod9,size_mod10,size_mod11,size_mod12,size_mod13,size_mod14,size_mod15,size_mod16,size_mod17,size_mod18,size_mod19
191,0.15000000000000002,1.0,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
192,0.15000000000000002,1.0,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
193,0.15000000000000002,0.9876842164081897,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,1559,1224,1154,1038,1274,841
194,0.15000000000000002,1.0,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
195,0.15000000000000002,0.9889917914745214,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,1458
196,0.15000000000000002,1.0,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
197,0.15000000000000002,1.0,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
198,0.15000000000000002,1.0,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
199,0.15000000000000002,1.0,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
200,0.25000000000000006,0.8996423456990373,2182,2079,1761,1365,1207,2186,0,1464,2335,2620,1258,2156,1174,2388,0,2378,0,0,2312,841
201,0.25000000000000006,0.8627236822417913,2182,2920,2968,1365,0,1244,0,2081,2335,3261,0,2156,1174,2388,942,1224,1154,1038,1274,0
202,0.25000000000000006,0.7923323934752923,2182,3734,2703,1365,1207,2468,0,1464,3593,2844,0,2156,1174,2388,0,0,1154,0,1274,0
203,0.25000000000000006,0.845566170698842,2182,3253,1761,1365,1207,1244,617,1464,2335,2844,2296,2156,0,3612,942,0,1154,0,1274,0
204,0.25000000000000006,0.9742258776146769,2182,2079,1761,1365,1207,1244,617,2305,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,0
205,0.25000000000000006,0.7850607122754012,2182,2079,2915,0,0,2451,617,0,3609,3368,1258,3620,1174,2388,942,1224,0,1038,0,841
206,0.25000000000000006,0.9437469244512566,2182,2696,2602,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,0
207,0.25000000000000006,0.7859146925890473,2182,4407,1761,1365,1207,2085,0,1464,3373,2003,1258,2156,0,3005,0,1224,0,0,2216,0
208,0.25000000000000006,0.8017595288187206,2182,3537,2985,2623,0,2451,0,1464,2335,2003,0,2156,2212,2388,0,0,2096,0,1274,0
209,0.25000000000000006,0.8615472240154151,2182,2079,1761,1365,2048,1244,0,1464,3509,2003,1258,2156,0,2388,0,2378,0,2597,1274,0
210,0.25000000000000006,0.9235889723844272,2182,2079,1761,1365,1207,1244,0,2081,2335,2003,1258,2156,1174,3612,942,0,1154,1038,1274,841
211,0.25000000000000006,0.934065603939234,2182,2079,1761,2206,1207,1244,0,1464,2335,2003,2482,2156,1174,2388,1559,0,1154,1038,1274,0
212,0.25000000000000006,0.8796941218019829,2182,0,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,4467,942,1224,1154,0,2312,841
213,0.25000000000000006,0.947860676752496,2182,2079,1761,1365,1207,1244,617,1464,2335,3277,1258,2156,1174,2388,942,1224,1154,1038,0,841
214,0.25000000000000006,0.8517293547382553,2182,2079,1761,1365,1207,1244,0,1464,2335,4403,1258,2156,1174,2388,0,2262,1154,0,1274,0
215,0.25000000000000006,0.7695767648147951,2182,2696,1761,1365,0,1244,0,1464,2335,4431,1258,2156,1174,4436,942,1224,0,1038,0,0
216,0.25000000000000006,0.8483695084694084,2182,4175,1761,0,1207,1244,617,1464,2335,3368,1258,2156,1174,2388,0,1224,0,1038,1274,841
217,0.25000000000000006,0.9455478542097822,3406,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,0,1154,1038,1274,841
218,0.25000000000000006,0.9889917914745214,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,1458
219,0.25000000000000006,0.825055969159264,3837,2079,1761,1365,0,1244,0,1464,2335,3210,2200,2997,1174,2388,0,1224,1154,0,1274,0
220,0.25000000000000006,0.8967495788681521,2182,2079,1761,1365,1207,1244,617,1464,2335,0,1258,4159,2015,2388,942,1224,1154,1038,1274,0
221,0.25000000000000006,0.9471433210781915,2182,2079,1761,2206,1207,1244,0,1464,2952,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,0
222,0.25000000000000006,0.92911387060358,2182,2079,1761,1365,1207,2468,617,1464,2335,2003,1258,2156,1174,3229,942,0,1154,1038,1274,0
223,0.25000000000000006,0.9595497467136891,2182,3021,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,0,1224,1154,1038,1274,841
224,0.25000000000000006,0.9438807358718977,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,3194,1174,2388,942,1224,1154,0,1274,1458
225,0.25000000000000006,0.7661258493953562,4600,2079,1761,1365,0,0,0,1464,2335,2003,1258,2997,0,2388,0,2431,2809,0,2216,0
226,0.25000000000000006,0.8331408216708542,2182,4271,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,0,2388,2400,1224,0,0,2448,0
227,0.25000000000000006,0.8790912097436462,2182,2079,1761,1365,1207,3740,0,1464,2335,2003,2200,2156,1174,2388,0,1224,1154,0,1274,0
228,0.25000000000000006,0.7947623828410572,2182,4781,1761,1365,2361,0,0,1464,2335,2003,1258,2156,2212,2388,0,2166,0,0,1274,0
229,0.25000000000000006,0.828107488038492,2182,2079,0,1365,1207,1244,0,1464,2335,3764,1258,2156,1174,4267,1559,1224,1154,0,1274,0
230,0.25000000000000006,0.9701207802215309,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,1783,1224,1154,1655,1274,0
231,0.25000000000000006,0.866669909208556,2182,2079,1761,1365,1207,1244,0,1464,2335,2945,3754,2156,1174,2388,0,1224,1154,0,1274,0
232,0.25000000000000006,0.7470601545825517,2182,2079,4161,3846,0,2398,0,1464,2335,2003,2432,2156,0,2388,0,2262,0,0,0,0
233,0.25000000000000006,0.9515755795786893,2182,2079,1761,1982,1207,1244,0,2502,2335,2003,1258,2156,1174,2388,942,1224,1154,0,1274,841
234,0.25000000000000006,0.9009823922299419,2182,2079,1761,1365,0,2451,617,1464,2335,2003,1258,2156,1174,3426,0,1224,2096,0,1274,841
235,0.25000000000000006,0.816938217555361,2182,4457,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1791,3330,0,0,0,1879,1274,0
236,0.25000000000000006,0.9542501269906287,2182,2079,1761,1365,0,2451,0,1464,2335,2003,1258,2156,1791,2388,942,1224,1154,1038,1274,841
237,0.25000000000000006,0.9064332636075003,2182,2079,3640,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,1559,1224,1154,0,1274,0
238,0.25000000000000006,0.8103469442148706,3356,2079,2799,1365,0,1244,0,1464,2335,2003,3619,2156,0,2388,2400,1224,0,0,1274,0
239,0.25000000000000006,0.8435185348992889,2182,2079,1761,2572,0,1244,0,1464,4527,2003,1258,2156,1174,2388,942,1224,0,0,1274,1458
240,0.25000000000000006,0.9889917914745214,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,1458
241,0.25000000000000006,0.919723188444197,3023,2079,1761,1365,1207,1244,617,1464,3277,2003,1258,2156,1174,2388,0,1224,1154,1038,1274,0
242,0.25000000000000006,0.8567811372516598,2182,2079,1761,1365,2245,2398,0,1464,2335,2003,2482,2156,2632,2388,0,0,0,0,2216,0
243,0.25000000000000006,0.8933402436928872,3124,2079,1761,1365,1207,2398,617,1464,2335,2003,1258,2156,1174,3229,0,1224,0,1038,1274,0
244,0.25000000000000006,0.9686696247922375,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,1783,1224,1771,1038,1274,0
245,0.25000000000000006,0.9281625979730284,2182,2079,1761,1365,1207,1244,0,1464,2335,2844,2200,2156,1174,2388,0,1224,1771,1038,1274,0
246,0.25000000000000006,0.9258862301273432,3336,2079,1761,1365,1207,1244,617,1464,2335,2003,2200,2156,1174,2388,0,1224,0,1038,1274,841
247,0.25000000000000006,0.9876842164081897,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,1559,1224,1154,1038,1274,841
248,0.25000000000000006,0.8493394338829089,2182,2079,3019,1365,1207,2468,0,1464,2335,2003,0,3310,1174,2388,2400,0,0,1038,1274,0
249,0.25000000000000006,0.8653937549318411,2182,2079,2378,3360,2149,1244,0,1464,2335,2003,1258,2156,2212,2388,0,1224,0,0,1274,0
250,0.25000000000000006,0.9576211281357994,3124,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,0,1224,1154,1038,1274,841
251,0.25000000000000006,0.905935289772612,2182,2920,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,3662,942,1224,1154,1038,0,0
252,0.25000000000000006,0.9086728327150773,2182,2920,1761,1365,1207,2186,617,2638,2335,2003,1258,2156,0,2388,0,1224,1154,1038,1274,0
253,0.25000000000000006,0.9275179463984674,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,3098,1174,2388,0,1224,1771,1879,1274,0
254,0.25000000000000006,0.9701207802215309,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,1783,1224,1154,1655,1274,0
255,0.25000000000000006,0.9889917914745214,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,1458
256,0.25000000000000006,0.819387317214979,2182,2079,1761,1365,1824,2418,0,3842,3176,2003,1258,2156,0,2388,0,0,0,1980,1274,0
257,0.25000000000000006,0.8939450264800011,2182,3233,1761,1365,1207,2085,0,2406,2335,2003,1258,2156,1174,2388,0,1224,0,1655,1274,0
258,0.25000000000000006,0.8708716722260615,3124,2079,0,1365,1207,1244,0,1464,4096,2003,1258,2156,1174,2388,0,1224,1154,1655,1274,841
259,0.25000000000000006,0.8618807486426014,2182,2079,1761,1365,1207,1244,617,1464,3277,2003,1258,0,1174,4544,0,1224,1154,1038,1274,841
260,0.25000000000000006,0.8041345012709928,2182,2079,2378,0,1207,0,0,1464,3559,3368,1258,2156,0,3562,942,0,1154,1038,2518,841
261,0.25000000000000006,0.6282058547819036,2182,2920,2915,2572,0,0,0,2688,3277,2003,0,6229,0,2388,0,0,0,0,2532,0
262,0.25000000000000006,0.8887481936703684,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,4171,0,1224,1771,1038,1274,0
263,0.25000000000000006,0.9060718337036975,2182,2079,1761,1365,1207,1244,617,1464,2335,0,1258,2156,1174,4391,942,1224,1154,1038,1274,841
264,0.25000000000000006,0.8941667641805204,2182,3286,1761,0,0,1244,617,1464,2335,2003,1258,3521,1174,2388,942,1224,1154,1038,1274,841
265,0.25000000000000006,0.8563030327485266,2182,2079,3005,1365,1207,0,617,0,3799,3041,1258,2156,1174,2388,942,1224,1154,0,1274,841
266,0.25000000000000006,0.9183976391356184,2182,2079,1761,1365,1824,1244,0,1464,2335,2003,2099,2156,2116,2388,0,1224,2192,0,1274,0
267,0.25000000000000006,0.864894611126715,3220,2079,1761,1365,1207,1244,0,1464,2335,3157,1258,2156,1174,3229,1559,1224,0,0,1274,0
268,0.25000000000000006,0.9889917914745214,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,1458
269,0.25000000000000006,0.9559290660654025,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,2328,2388,942,1224,0,1038,1891,841
270,0.25000000000000006,0.9116598328147576,2182,2079,1761,1365,2149,1244,617,2722,2335,2003,0,2156,0,2388,0,1224,1154,1038,2448,841
271,0.25000000000000006,0.838286938790994,4061,2079,1761,0,1207,1244,0,1464,2335,2003,1258,2156,1174,3753,1559,1224,1154,0,1274,0
272,0.25000000000000006,0.842569877552692,2182,2079,1761,1365,1207,0,617,1464,3593,2003,0,3400,1174,3612,942,0,1154,1038,1274,841
273,0.25000000000000006,0.904055339730035,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,2200,3380,1174,2388,0,0,1154,1038,2115,0
274,0.25000000000000006,0.823815538453899,2182,2079,1761,1365,0,0,0,1464,4521,2003,1258,2156,2328,2388,0,2431,0,1655,1274,841
275,0.25000000000000006,0.9479530885806372,3023,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,942,1224,1771,1038,1274,0
276,0.25000000000000006,0.8518306686821311,2182,2079,1761,1365,2149,1244,0,1464,2335,2003,1258,3947,0,2388,0,2262,1995,0,1274,0
277,0.25000000000000006,0.7760398448462191,4388,3253,1761,0,0,1244,0,1464,2335,2003,2200,2156,0,2388,0,2431,2192,0,1891,0
278,0.25000000000000006,0.844674482428582,2182,2079,3585,1365,0,1244,0,1464,2335,2003,1258,3310,2015,2388,0,1224,0,1980,1274,0
279,0.25000000000000006,0.8998038301181949,2799,3337,1761,1365,1207,2186,0,1464,2335,2003,0,2156,1174,2388,0,1224,1154,1038,1274,841
280,0.25000000000000006,0.9579070478302008,2182,2079,1761,2307,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,0,1841,1154,1038,1274,841
281,0.25000000000000006,0.823608934121311,2182,2079,1761,1365,1207,1244,0,1464,3176,2003,1258,4753,1174,2388,0,1224,1154,0,1274,0
282,0.25000000000000006,0.952207441515121,2182,2920,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1174,2388,1559,1224,1154,1038,1274,0
283,0.25000000000000006,0.7818687276701104,3220,3940,1761,1365,0,0,0,1464,2335,2844,2432,2156,0,2388,0,2431,2096,0,1274,0
284,0.25000000000000006,0.8564888064135733,2182,3543,0,1365,1207,1244,617,0,2335,3764,1258,2156,2116,2388,0,1224,1154,1038,1274,841
285,0.25000000000000006,0.837456801288371,2799,2079,1761,1365,0,2186,0,1464,3373,2003,2432,2156,0,2388,0,2431,1995,0,1274,0
286,0.25000000000000006,0.8275863865256665,2182,2079,2703,1365,0,2468,617,1464,2335,0,1258,2156,1174,4391,0,0,1154,1038,2481,841
287,0.25000000000000006,0.9426921301137876,2182,2079,1761,1365,0,1244,617,1464,3542,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
288,0.25000000000000006,0.9656074885560221,2182,2079,1761,1365,2149,1244,0,1464,2335,2003,1258,2156,1174,2388,0,1224,1154,1038,1274,1458
289,0.25000000000000006,0.9105330483398545,4261,0,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
290,0.25000000000000006,1.0,2182,2079,1761,1365,1207,1244,617,1464,2335,2003,1258,2156,1174,2388,942,1224,1154,1038,1274,841
291,0.25000000000000006,0.9846922573595819,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,2156,1791,2388,942,1224,1154,1038,1274,841
292,0.25000000000000006,0.9470064162467352,2182,2079,1761,1365,0,1244,617,1464,2335,2003,2099,2156,1174,2388,942,1224,1154,1038,2481,0
293,0.25000000000000006,0.9441813001641095,2182,2079,1761,1365,1207,1244,617,1464,3509,2003,1258,2156,0,2388,942,1224,1154,1038,1274,841
294,0.25000000000000006,0.7999098672282433,4721,2079,1761,0,2361,1244,0,1464,2335,2003,2099,2156,0,2388,0,1224,0,1980,1891,0
295,0.25000000000000006,0.9160817693322413,2182,2079,1761,1365,1207,1244,0,1464,2335,2003,1258,3098,1174,2388,0,1224,2612,1038,1274,0
296,0.25000000000000006,0.8145903902178145,2182,2079,2985,1365,2381,1244,0,1464,2335,2003,1875,4035,0,2388,0,0,2096,0,1274,0
297,0.25000000000000006,0.932968287975449,2182,2079,1761,1365,0,1861,0,2671,2335,2003,1258,2156,1174,2388,1783,1224,1154,1038,1274,0
298,0.25000000000000006,0.8361897233322474,2182,2079,1761,1365,1207,1244,0,1464,4831,2003,1258,2156,1174,2388,0,1224,2096,0,1274,0
299,0.25000000000000006,0.7865346732991146,3023,2696,1761,1365,2381,1244,0,1464,2335,2003,1258,2156,0,4650,0,0,2096,0,1274,0
300,0.35000000000000003,0.1738483262309807,17538,2079,0,0,0,0,0,0,2335,2003,0,2156,0,3595,0,0,0,0,0,0
301,0.35000000000000003,0.6486460690735235,3456,4801,4142,1365,0,2468,0,0,3176,3041,0,2156,0,2388,0,0,2713,0,0,0
302,0.35000000000000003,0.4162406519813996,2182,2079,0,0,0,0,0,2638,8927,2003,0,2156,0,7203,0,0,0,0,2518,0
303,0.35000000000000003,0.3230922796483458,9876,3840,0,0,0,0,0,0,2335,0,1258,2156,0,9087,0,0,1154,0,0,0
304,0.35000000000000003,0.4033059475099857,2182,2079,0,0,0,0,0,0,6818,9876,0,2156,1174,2388,0,0,1154,1038,0,841
305,0.35000000000000003,0.5135557832405537,8336,2079,0,2307,0,0,0,2638,3373,2003,0,2156,0,3595,0,3219,0,0,0,0
306,0.35000000000000003,0.4731233547296224,2182,6524,1761,0,0,0,0,3862,2335,3247,0,7407,0,2388,0,0,0,0,0,0
307,0.35000000000000003,0.7116897489756177,2182,5782,1761,1365,0,1244,0,1464,2335,4119,1258,2156,0,2388,0,1224,1154,0,1274,0
308,0.35000000000000003,0.2885353233786662,2182,14145,0,0,0,1244,0,0,2335,2003,1258,2156,0,2388,0,0,1154,0,0,841
309,0.35000000000000003,0.7020282433972785,2182,4477,4257,2572,0,0,0,2406,2335,2003,2502,2156,0,2388,0,0,0,0,2428,0
310,0.35000000000000003,0.735086495171394,3440,2079,3947,1365,0,0,0,1464,3542,2003,0,2156,0,2388,0,1224,1154,1038,3906,0
311,0.35000000000000003,0.47366564259917543,0,0,1761,1365,0,1244,0,0,9902,2003,0,2156,1174,4570,0,1224,1154,1038,1274,841
312,0.35000000000000003,0.5274771795909766,3440,8452,1761,0,1207,0,0,2829,2335,2003,0,2156,0,2388,0,0,0,0,3135,0
313,0.35000000000000003,0.7412275463975067,4261,0,1761,1365,2149,1244,0,4146,3373,2003,1258,2156,2328,2388,0,0,0,0,1274,0
314,0.35000000000000003,0.6436492583980595,2182,2079,3776,0,0,0,0,2722,4738,2003,0,2156,0,2388,0,3048,0,0,4614,0
315,0.35000000000000003,0.7119663215088232,2182,2079,3776,4174,0,0,0,2688,2335,2003,2502,2156,0,3330,0,0,0,0,2481,0
316,0.35000000000000003,0.6502703826974258,2182,2079,3035,1365,0,2282,0,2081,2335,2003,0,5529,2015,4800,0,0,0,0,0,0
317,0.35000000000000003,0.4635178920360398,2182,5610,0,0,1207,0,0,2722,3579,8688,0,2156,1174,2388,0,0,0,0,0,0
318,0.35000000000000003,0.6226539116982459,2182,2079,1761,1365,0,0,0,5653,5545,0,0,2156,0,2388,0,1224,0,1038,3474,841
319,0.35000000000000003,0.5526235902615698,0,0,1761,1365,0,1244,0,1464,2335,2003,1258,6716,1174,6550,0,2995,0,0,0,841
320,0.35000000000000003,0.6503907886664347,0,2079,6053,1365,0,0,0,0,2335,2003,1258,3620,1174,4570,942,0,1995,1038,1274,0
321,0.35000000000000003,0.6494137284444943,2182,3543,1761,0,2245,2418,0,0,2335,2003,2482,2156,0,6365,0,0,0,0,2216,0
322,0.35000000000000003,0.7177711638493537,2182,5559,0,0,1207,1244,617,1464,3559,3764,1258,2156,1174,2388,942,0,1154,1038,0,0
323,0.35000000000000003,0.6149524556821631,2182,2079,2985,2572,0,0,0,3339,2335,2003,0,2156,0,6383,0,0,0,0,3672,0
324,0.35000000000000003,0.6807990068655518,5406,2079,1761,1365,2665,0,0,1464,2335,2003,2432,0,0,4544,0,2378,0,0,1274,0
325,0.35000000000000003,0.22106370909717352,15747,0,0,0,0,1244,0,0,2335,4542,1258,0,0,2388,0,0,1154,1038,0,0
326,0.35000000000000003,0.44151301543660076,2182,2079,0,9702,0,0,0,0,5560,2003,1258,2156,0,2388,0,1224,1154,0,0,0
327,0.35000000000000003,0.8167006519622378,2182,2079,1761,1365,1207,1244,0,2722,2335,2003,0,3380,2328,2388,0,0,0,3438,1274,0
328,0.35000000000000003,0.6212735575831102,5756,3840,0,0,2245,0,0,1464,3609,2003,2502,2156,0,3753,0,2378,0,0,0,0
329,0.35000000000000003,0.7389680029494289,0,2079,1761,2572,0,2418,0,1464,4517,2003,2200,2156,0,2388,0,0,3650,0,2498,0
330,0.35000000000000003,0.6514498712722423,2182,2079,0,2623,3839,2468,0,1464,2335,0,0,2156,0,6152,0,0,2192,0,2216,0
331,0.35000000000000003,0.5737958189634735,5968,3286,2378,0,0,3506,0,0,2335,0,2432,2156,0,5217,0,0,0,0,2428,0
332,0.35000000000000003,0.5459384152102402,2182,3337,8100,1365,1207,0,0,1464,2335,2003,0,0,1174,4544,0,0,1154,0,0,841
333,0.35000000000000003,0.4286155789864225,7002,2079,0,0,1207,0,0,0,2335,0,0,6526,0,7141,0,1224,1154,1038,0,0
334,0.35000000000000003,0.7043705221936853,5061,3323,3126,0,1207,0,0,1464,2335,2003,1258,2156,0,2388,0,0,1995,0,3390,0
335,0.35000000000000003,0.710054232149661,2182,2079,3953,0,0,0,0,2708,3509,3368,1258,2773,0,2388,0,2431,0,0,3057,0
336,0.35000000000000003,0.5861429354222775,2182,4717,2915,5220,0,1244,0,0,2335,2003,0,5428,0,2388,0,0,0,0,1274,0
337,0.35000000000000003,0.46621157812960673,10180,0,1761,1365,0,1244,0,0,2335,2003,1258,3620,1174,2388,0,1224,1154,0,0,0
338,0.35000000000000003,0.4984230030347192,2182,2079,9376,2307,0,0,0,0,3579,2003,1258,2156,0,2388,0,1224,1154,0,0,0
339,0.35000000000000003,0.5094695626686573,4348,2079,3035,4264,0,0,0,0,5057,2003,0,2156,0,6764,0,0,0,0,0,0
340,0.35000000000000003,0.5097241726248709,2182,3253,0,5418,0,0,0,0,2335,2003,0,3917,0,6859,0,0,0,0,3739,0
341,0.35000000000000003,0.5306392710733988,0,2079,1761,1365,1207,2282,0,1464,2335,2003,1258,0,1174,9509,0,0,1154,0,1274,841
342,0.35000000000000003,0.6224330177697363,2182,2079,1761,7131,0,0,0,2708,2335,2003,2465,2156,0,2388,0,0,0,0,2498,0
343,0.35000000000000003,0.5545182956708444,3406,7960,0,1365,0,1244,0,1464,4450,2003,0,2156,1174,2388,942,0,1154,0,0,0
344,0.35000000000000003,0.5256211570639465,3220,7796,0,1365,0,1244,0,1464,5658,2003,1258,2156,0,2388,0,0,1154,0,0,0
345,0.35000000000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29706,0,0,0,0,0,0
346,0.35000000000000003,0.5057686889378195,4613,8668,0,1365,0,1244,0,1464,3593,2003,0,2156,1174,2388,0,0,0,1038,0,0
347,0.35000000000000003,0.5349680914224607,2182,4581,3035,2572,0,0,0,7613,2335,2844,0,2156,0,2388,0,0,0,0,0,0
348,0.35000000000000003,0.5356081386363125,2182,2079,0,1365,0,1244,0,0,8452,2945,0,3620,1174,3612,0,0,1154,1038,0,841
349,0.35000000000000003,0.558061696379287,2182,7421,0,0,1207,1244,0,1464,2335,5673,1258,2156,0,2388,0,1224,1154,0,0,0
350,0.35000000000000003,0.2903770355757792,2182,2079,1761,1365,0,1244,0,0,14133,0,0,2156,1174,2388,0,1224,0,0,0,0
351,0.35000000000000003,0.195930240503058,0,2079,0,1365,0,1244,0,0,17024,0,1258,2156,0,2388,0,0,1154,1038,0,0
352,0.35000000000000003,0.5179583901934459,2182,9555,1761,1365,0,1244,0,1464,2335,2003,1258,2156,0,2388,0,0,1154,0,0,841
353,0.35000000000000003,0.45905419790604385,4338,2079,0,1365,1207,3360,0,0,2335,8137,0,0,0,6044,0,0,0,0,0,841
354,0.35000000000000003,0.480994244536039,2182,2079,0,1365,0,1244,0,1464,2335,2003,1258,9952,1174,3426,0,1224,0,0,0,0
355,0.35000000000000003,0.5787631466809996,5662,2079,1761,0,0,1244,0,0,2335,2003,1258,6993,1791,2388,0,0,1154,1038,0,0
356,0.35000000000000003,0.4500839596754266,6333,7079,1761,1365,1207,0,0,0,6524,0,1875,0,1174,2388,0,0,0,0,0,0
357,0.35000000000000003,0.7483323778522375,2182,2079,1761,1365,1207,1244,617,1464,2335,6234,1258,2156,0,2388,0,1224,1154,1038,0,0
358,0.35000000000000003,0.0690682660567452,0,2079,0,0,0,1244,0,0,0,2003,0,0,0,23226,0,0,1154,0,0,0
359,0.35000000000000003,0.3233033769564713,3943,2079,0,0,0,1244,0,1464,2335,12923,0,2156,1174,2388,0,0,0,0,0,0
360,0.35000000000000003,0.19580047139323056,3426,2079,1761,0,0,0,0,0,2335,0,0,2156,1174,16775,0,0,0,0,0,0
361,0.35000000000000003,0.5415150725850697,2182,5114,0,1365,1207,0,0,1464,5675,5943,0,2156,1174,3426,0,0,0,0,0,0
362,0.35000000000000003,0.5494891805847743,7387,5985,0,1365,1207,0,0,1464,2335,2003,0,2156,0,2388,0,1224,1154,1038,0,0
363,0.35000000000000003,0.09565144997130648,0,2079,0,1365,0,1244,0,0,2335,0,0,0,0,21529,0,0,1154,0,0,0
364,0.35000000000000003,0.47185179981544484,2182,10262,0,1365,0,1244,0,1464,2335,2003,0,2156,0,2388,0,0,1154,1038,2115,0
365,0.35000000000000003,0.6485893612524041,4820,2079,2703,3464,0,3436,0,0,2335,2003,0,2156,0,2388,0,0,0,0,4322,0
366,0.35000000000000003,0.8198736114472752,2182,2696,1761,1365,0,1244,0,2305,2335,3157,3503,2156,2116,2388,0,1224,0,0,1274,0
367,0.35000000000000003,0.4204454425603186,8926,6227,0,0,0,0,0,0,2335,2003,0,2156,0,5026,0,0,1154,1038,0,841
368,0.35000000000000003,0.27835032362307216,2182,13468,1761,0,0,0,0,0,2335,2003,0,2156,0,5801,0,0,0,0,0,0
369,0.35000000000000003,0.7598750542877329,3023,2079,3225,3256,1207,2468,0,0,2335,2003,3354,2156,2212,2388,0,0,0,0,0,0
370,0.35000000000000003,0.6544390852628942,2182,5876,1761,0,0,3740,0,1464,3542,2003,0,2156,0,2388,0,2166,0,0,2428,0
371,0.35000000000000003,0.6891595775646607,2182,6165,3225,2639,0,1244,0,0,2335,2003,1258,2156,1174,2388,0,0,2096,0,0,841
372,0.35000000000000003,0.5686073932805352,2182,3253,1761,1365,3607,0,0,0,2335,2003,0,2156,0,7302,0,0,0,0,3742,0
373,0.35000000000000003,0.38805021116651667,2182,3253,3005,1365,0,0,0,0,2335,2003,0,10763,0,4800,0,0,0,0,0,0
374,0.35000000000000003,0.4350909170001239,8213,2079,5503,0,0,0,0,0,6106,2003,1258,2156,0,2388,0,0,0,0,0,0
375,0.35000000000000003,0.6630880753410868,3646,2079,1761,1365,0,2468,0,0,5638,2003,0,2156,2212,3229,0,0,0,0,3149,0
376,0.35000000000000003,0.41652370391329063,2182,11359,0,1365,0,1244,0,0,2335,2003,1258,2156,0,2388,0,1224,1154,1038,0,0
377,0.35000000000000003,0.8661381577115361,2182,2079,1761,3833,1207,0,617,1464,3277,2003,1258,2156,1174,2388,0,0,1154,1038,1274,841
378,0.35000000000000003,0.5448893349940447,2182,3903,0,1365,0,2282,0,1464,2335,2003,1258,8531,0,2388,0,0,1154,0,0,841
379,0.35000000000000003,0.46337709599803956,2182,2079,0,8858,0,0,0,1464,2335,2003,1258,2156,1174,6197,0,0,0,0,0,0
